타입,지역구이름,비례순번,정당명,사진,이름(한자),성별,생년월일(연령),주소,직업,학력,경력,
지역구,안동시예천군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4706/Hb100137455/gicho/thumbnail.100137455.JPG,김형동(金亨東),남,1975.03.25(45세),경상북도 안동시 제비원로,변호사,서울대학교 사회과학대학 언론정보학과 졸업,(현)법무법인 중앙법률원 대표 변호사(현)노동법이론 실무학회 이사,"58,183(47.10)"
지역구,구미시갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4707/Hb100135369/gicho/thumbnail.100135369.JPG,구자근(具滋根),남,1967.10.09(52세),경상북도 구미시 낙동강변로,기업인,동국대학교 대학원 법학과 졸업(법학석사),(현)(주)태웅 사장 / CEO(전)제9·10대 경상북도의회 의원,"73,339(65.57)"
지역구,구미시을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4707/Hb100137509/gicho/thumbnail.100137509.JPG,김영식(金英植),남,1959.07.18(60세),경상북도 구미시 해마루공원로,교수,Pennsylvania State Univ. 대학원 기계공학과 졸업[공학박사](1988.09~1992.12),(전)금오공과대학교 총장(전)창업진흥원 초대 이사장,"54,457(56.43)"
지역구,영주시영양군봉화군울진군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4708/Hb100135067/gicho/thumbnail.100135067.JPG,박형수(朴亨修),남,1965.10.20(54세),경상북도 울진군 울진읍 월변5길,변호사,서울대학교 사법학과 졸업,(전)대구지방검찰청 부장검사(현)미래통합당 법률자문위원,"68,026(55.83)"
지역구,영천시청도군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4709/Hb100136566/gicho/thumbnail.100136566.JPG,이만희(李晩熙),남,1963.12.11(56세),경상북도 영천시 고경면 거곡로,제20대 국회의원(영천시청도군/미래통합당),고려대학교 정책대학원 졸업(행정학 석사),(현)제20대 국회 미래통합당 원내대변인(전)경기지방경찰청 청장,"57,580(64.63)"
지역구,상주시문경시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4710/Hb100137523/gicho/thumbnail.100137523.JPG,임이자(林利子),여,1964.03.05(56세),경상북도 상주시 동수4길,국회의원,고려대학교 노동대학원 법학석사(노동법),(현)국회의원(현)국회 환경노동위원회 미래통합당 간사,"65,558(64.80)"
지역구,경산시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4713/Hb100135773/gicho/thumbnail.100135773.JPG,윤두현(尹斗鉉),남,1961.05.12(58세),경상북도 경산시 대학로9길,정당인,경북대학교 인문대학 영어영문학과 졸업,(전)대통령비서실 홍보수석 비서관(전)자유한국당 경산시 당원협의회 위원장,"88,684(63.75)"
지역구,군위군의성군청송군영덕군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4719/Hb100137737/gicho/thumbnail.100137737.JPG,김희국(金熙國),남,1958.10.20(61세),경상북도 의성군 의성읍 문소3길,정당인,광운대학교 대학원 법학과 졸업(법학 박사),(전)국토해양부 제2차관(전)제19대 국회의원,"71,532(79.30)"
지역구,고령군성주군칠곡군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4717/Hb100134654/gicho/thumbnail.100134654.JPG,정희용(鄭熙溶),남,1976.10.01(43세),경상북도 칠곡군 왜관읍 군청4길,정당인,경북대학교 대학원 정치학과 졸업,(현)미래통합당 고령군성주군칠곡군 당원협의회 조직위원장(전)이철우 경북도지사 경제특보,"65,236(62.71)"
지역구,창원시의창구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4821/Hb100137054/gicho/thumbnail.100137054.JPG,박완수(朴完洙),남,1955.08.10(64세),경상남도 창원시 의창구 북면 감계로,국회의원,경남대학교 대학원 행정학과 졸업(행정학박사),"(전) 민선3.4기 창원시장,초대통합 창원시장(현) 20대 국회의원","88,718(59.04)"
지역구,창원시성산구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4822/Hb100134709/gicho/thumbnail.100134709.JPG,강기윤(姜起潤),남,1960.06.04(59세),경상남도 창원시 성산구 창이대로,정당인,창원대학교 대학원 졸업(행정학 박사),(전)19대 국회의원(현)미래통합당 경남도당 민생위원회 위원장,"61,782(47.30)"
지역구,창원시마산합포구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4823/Hb100134856/gicho/thumbnail.100134856.JPG,최형두(崔炯斗),남,1962.10.23(57세),경상남도 창원시 마산합포구 서성로,정당인,하버드대학교 케네디 행정대학원 행정학 석사 졸업(2001. 7. ~ 2002. 6.),(전)국회 대변인(전)청와대 홍보기획비서관,"64,706(62.96)"
지역구,창원시마산회원구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4824/Hb100135282/gicho/thumbnail.100135282.JPG,윤한홍(尹漢洪),남,1962.11.01(57세),경상남도 창원시 마산회원구 양덕서로,국회의원,서울대학교 행정대학원 졸업(행정학석사),(전)경상남도 행정부지사(전)대통령실 행정자치 비서관,"64,581(56.42)"
지역구,창원시진해구,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4825/Hb100134965/gicho/thumbnail.100134965.JPG,이달곤(李達坤),남,1953.09.11(66세),경상남도 창원시 진해구 천자로,서울대학교 명예교수,하버드대학교 정책학박사(1985.9.1~1987.6.30),(전)행정안전부 장관(전)청와대 정무수석비서관,"52,000(50.22)"
지역구,진주시갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4803/Hb100137237/gicho/thumbnail.100137237.JPG,박대출(朴大出),남,1961.03.18(59세),경상남도 진주시 석갑로53번길,국회의원,연세대학교 행정대학원 외교안보전공 석사 과정 졸업,(현)국회의원(현)국회 코로나19 대책 특위 위원,"60,112(54.75)"
지역구,진주시을,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4803/Hb100136233/gicho/thumbnail.100136233.JPG,강민국(姜旻局),남,1971.03.03(49세),경상남도 진주시 도동천로,정당인,경남대학교 대학원 법학과 졸업(법학박사),(전)경상남도 정무보좌역(전)제10·11대 경상남도의회의원,"50,217(59.02)"
지역구,통영시고성군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4805/Hb100137465/gicho/thumbnail.100137465.JPG,정점식(鄭点植),남,1965.07.15(54세),경상남도 통영시 광도면 죽림5로,국회의원,서울대학교 대학원 법학과 졸업(법학석사),(현)경남 통영시고성군 국회의원(전)대검찰청 공안부장(검사장),"60,314(58.34)"
지역구,사천시남해군하동군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4807/Hb100134659/gicho/thumbnail.100134659.JPG,하영제(河榮帝),남,1954.02.25(66세),경상남도 사천시 사남면 조동길,정당인,동국대학교 대학원 행정학과 졸업(행정학 박사),(전)농림수산식품부 제2차관(전)산림청장,"71,620(59.59)"
지역구,김해시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4808/Hb100137280/gicho/thumbnail.100137280.JPG,민홍철(閔洪喆),남,1961.04.18(58세),경상남도 김해시 삼계로,정당인,부산대학교 대학원 법학과 졸업(법학석사),(현)제20대 더불어민주당 국회의원(전)국방부 고등군사법원 법원장(육군준장),"70,094(51.06)"
지역구,김해시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4808/Hb100137468/gicho/thumbnail.100137468.JPG,김정호(金禎鎬),남,1960.06.18(59세),경상남도 김해시 부곡로,국회의원,부산대학교 경제학과 졸업,(현)국회의원(전)대통령비서실 기록관리비서관,"71,634(49.67)"
지역구,밀양시의령군함안군창녕군,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4809/Hb100135882/gicho/thumbnail.100135882.JPG,조해진(曺海珍),남,1963.08.04(56세),경상남도 밀양시 무안면 서부2길,정당인,서울대학교 대학원 졸업(법학 석사),"(전)18, 19대 국회의원(전)새누리당 원내수석부대표","102,210(68.00)"
지역구,거제시,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4810/Hb100134987/gicho/thumbnail.100134987.JPG,서일준(徐一俊),남,1965.05.10(54세),경상남도 거제시 중곡로,정당인,서울시립대학교 일반대학원 행정학과 졸업(행정학 박사),(전)거제시 부시장(전)대통령실 행정관,"65,746(50.89)"
지역구,양산시갑,해당없음,미래통합당,http://info.nec.go.kr/photo_20200415/Gsg4814/Hb100136516/gicho/thumbnail.100136516.JPG,윤영석(尹永碩),남,1964.10.07(55세),경상남도 양산시 물금읍 야리로,국회의원,"듀크대학교 대학원 (국제발전정책학 전공)졸업, (문학석사,2002.7~2004.5)",(현)국회의원(전)자유한국당 수석대변인,"57,301(56.99)"
지역구,양산시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4814/Hb100136985/gicho/thumbnail.100136985.JPG,김두관(金斗官),남,1959.04.10(61세),경상남도 양산시 삼호로,국회의원,동아대학교 정치외교학과 졸업,(전)제5대 행정자치부 장관(현)제20대 국회의원,"44,218(48.94)"
지역구,산청군함양군거창군합천군,해당없음,무소속,http://info.nec.go.kr/photo_20200415/Gsg4819/Hb100134569/gicho/thumbnail.100134569.JPG,김태호(金台鎬),남,1962.08.21(57세),경상남도 거창군 거창읍 송정2길,정치인,서울대학교 대학원 졸업(교육학박사),(전)제32·제33대 경상남도도지사(전)제18·제19대 국회의원,"49,123(42.59)"
지역구,제주시갑,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4901/Hb100137235/gicho/thumbnail.100137235.JPG,송재호(宋在祜),남,1960.12.20(59세),제주특별자치도 제주시 정존3길,정당인,경기대학교 대학원 졸업(경영학 박사),(전)대통령직속 국가균형발전위원회 위원장(전)제주대학교 교수,"61,626(48.70)"
지역구,제주시을,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4901/Hb100136972/gicho/thumbnail.100136972.JPG,오영훈(吳怜勳),남,1968.12.14(51세),제주특별자치도 제주시 신산로15길,제20대 더불어민주당 제주시을 국회의원,제주대학교 경영대학원 졸업(경영학석사),(전)더불어민주당 원내대변인(현)더불어민주당 정책위원회 상임부의장,"67,206(55.35)"
지역구,서귀포시,해당없음,더불어민주당,http://info.nec.go.kr/photo_20200415/Gsg4902/Hb100136997/gicho/thumbnail.100136997.JPG,위성곤(魏聖坤),남,1968.01.20(52세),제주특별자치도 서귀포시 태평로,국회의원,제주대학교 농과대학 졸업,"(현) 제20대 국회의원(전) 제주특별자치도의회 제 8,9,10대 의원","53,345(55.48)"
비례,해당없음,1,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138077/gicho/thumbnail.100138077.JPG,윤주경(尹柱卿),여,1959.05.03(60세),서울특별시 동작구 상도로13길,(사)매헌윤봉길 월진회 이사,이화여자대학교 대학원 화학과 졸업(이학석사),(전)독립기념관 관장(전)대통령소속 국민대통합위원회 위원,
비례,해당없음,2,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138078/gicho/thumbnail.100138078.JPG,윤창현(尹暢賢),남,1960.07.28(59세),서울특별시 서초구 사평대로28길,서울시립대 경영학부 교수,"시카고대학교 대학원 경제학과 졸업(경제학 박사, 1987.9.~1993.8.)",(전)한국금융연구원장(전)공적자금관리위원회 민간위원장,
비례,해당없음,3,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138079/gicho/thumbnail.100138079.JPG,한무경(韓茂景),여,1958.05.20(61세),대구광역시 수성구 청호로,기업인,이화여자대학교 대학원 문헌정보학과 졸업(박사),(전)한국여성경제인협회장(현)효림그룹 회장,
비례,해당없음,4,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138080/gicho/thumbnail.100138080.JPG,이종성(李鍾成),남,1970.02.17(50세),서울특별시 도봉구 방학로,사회복지사,중앙대학교 사회개발대학원 사회복지학과 졸업(석사과정),(전)사)한국지체장애인협회 사무총장(현)한국장애인고용공단 비상임이사,
비례,해당없음,5,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138081/gicho/thumbnail.100138081.JPG,조수진(趙修眞),여,1972.06.19(47세),서울특별시 용산구 이촌로,미래한국당 대변인,고려대학교 불어불문학과 졸업(학사),(전)동아일보 논설위원(전)동아일보 부장,
비례,해당없음,6,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138082/gicho/thumbnail.100138082.JPG,조태용(趙太庸),남,1956.08.29(63세),서울특별시 용산구 회나무로42길,외교안보 칼럼리스트,서울대학교 정치학과 졸업(학사),(전)외교부 1차관(전)국가안보실 1차장,
비례,해당없음,7,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138083/gicho/thumbnail.100138083.JPG,정경희(丁慶姬),여,1958.01.26(62세),경상남도 양산시 진등길,대학교수,서울대학교 대학원 서양사학과 졸업(박사),(전)국사편찬위원(현)영산대학교 교수,
비례,해당없음,8,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138084/gicho/thumbnail.100138084.JPG,신원식(申源湜),남,1958.07.24(61세),서울특별시 성동구 독서당로,무직,국민대학교 대학원 경영학과 졸업(경영학 박사),(전)합동참모본부 합동참모차장(전)육군 수도방위사령관,
비례,해당없음,9,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138085/gicho/thumbnail.100138085.JPG,조명희(曺明姬),여,1955.09.14(64세),대구광역시 동구 파계로,경북대 항공위성시스템 전공 교수,"일본 도카이대학교 해양공학과 졸업(공학박사, 1996.9.~1998.9.)",(전)국가과학기술위원회 위원(현)경북대학교 항공위성시스템학과 교수,
비례,해당없음,10,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138086/gicho/thumbnail.100138086.JPG,박대수(朴大壽),남,1960.08.30(59세),서울특별시 영등포구 도신로4길,노동운동가,한국항공대학교 항공경영대학원 항공경영 졸업(석사),"(전)한국노총 25,26대 상임부위원장(전)한국노총 서울지역본부 16,17,18대 의장",
비례,해당없음,11,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138087/gicho/thumbnail.100138087.JPG,김예지(金睿智),여,1980.12.13(39세),서울특별시 용산구 백범로79길,피아니스트,"위스콘신대학교-매디슨 음악예술학과 졸업(박사, 2010.9.~2014.5.)",(전)유니온 앙상블 예술감독(현)한국장애예술인협회 이사,
비례,해당없음,12,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138088/gicho/thumbnail.100138088.JPG,지성호(池成浩),남,1982.04.03(38세),서울특별시 마포구 월드컵로,정치인,동국대학교 대학원 법학과 졸업(석사과정),(전)NAUH(나우) 대표이사(전)2018 미국무부 초청 차세대지도자과정 IVLP 수료,
비례,해당없음,13,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138089/gicho/thumbnail.100138089.JPG,이영(李永),여,1969.06.06(50세),서울특별시 서초구 방배선행길,벤처기업가(CEO),한국과학기술원(KAIST) 수학과 졸업(이학석사),(전)(사)한국여성벤처협회 회장(현)한국저작권보호원 이사,
비례,해당없음,14,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138090/gicho/thumbnail.100138090.JPG,최승재(崔承宰),남,1967.07.11(52세),경기도 용인시 수지구 상현로,소상공인생존권 운동연대 대표,양서종합고등학교 졸업,(전)소상공인 연합회 회장(현)전국소상공인살리기운동본부 대표,
비례,해당없음,15,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138091/gicho/thumbnail.100138091.JPG,전주혜(全珠惠),여,1966.07.15(53세),서울특별시 서초구 잠원로14길,변호사,서울대학교 법과대학 사법학과 졸업(학사),(전)서울중앙지방법원 부장판사(현)한국여성변호사회 부회장,
비례,해당없음,16,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138092/gicho/thumbnail.100138092.JPG,정운천(鄭雲天),남,1954.04.10(66세),전라북도 전주시 완산구 삼천천변1길,제20대 국회의원,고려대학교 농업경제학과 졸업(학사),(전)농림수산식품부 장관(현)미래한국당 최고위원,
비례,해당없음,17,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138093/gicho/thumbnail.100138093.JPG,서정숙(徐正淑),여,1953.02.18(67세),경기도 용인시 수지구 진산로,약사,이화여자대학교 약학과 학사,(전)한국여약사회 9대 회장(현)(사)국민통합 이사장,
비례,해당없음,18,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138094/gicho/thumbnail.100138094.JPEG,이용(李鏞),남,1978.06.23(41세),경기도 하남시 미사강변대로,스포츠정책전문가,한국체육대학교 대학원 체육학과 졸업(이학박사),(전)봅슬레이 스켈레톤 국가대표 총감독(현)봅슬레이 스켈레톤 국제연맹 스포츠 위원,
비례,해당없음,19,미래한국당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138095/gicho/thumbnail.100138095.JPG,허은아(許垠娥),여,1972.05.26(47세),서울특별시 영등포구 여의나루로,교수,성균관대학교 대학원 경영학과 졸업(박사),(현)한국이미지전략연구소 소장(현)경일대학교 교수,
비례,해당없음,1,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137984/gicho/thumbnail.100137984.JPG,신현영(申賢榮),여,1980.11.17(39세),서울특별시 마포구 월드컵북로38길,의사,가톨릭관동대학교 의학박사,(전)대한의사협회 대변인(현)한국여자의사회 법제이사,
비례,해당없음,2,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137985/gicho/thumbnail.100137985.JPG,김경만(金京萬),남,1962.09.23(57세),서울특별시 강서구 수명로1길,정당인,한국외국어대학교 영어대학 영어과 졸업,(전)중소기업중앙회 경제정책본부장(현)국세청소통과혁신분과위원장,
비례,해당없음,3,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137987/gicho/thumbnail.100137987.JPG,권인숙(權仁淑),여,1964.08.28(55세),서울특별시 종로구 백석동1길,명지대학교 방목기초교육대학 교수,미국 클라크대학 여성학박사(1996.9.~2000.5.),(현)명지대학교 방목기초교육대학 교수(전)한국여성정책연구원장,
비례,해당없음,4,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137991/gicho/thumbnail.100137991.JPG,이동주(李東洲),남,1972.09.04(47세),인천광역시 부평구 경원대로,정당인,인천대학교 법학부 4학년 휴학,(전)한국중소상인 자영업자총연합회 부회장(전)중소벤처기업부정책기획위원,
비례,해당없음,5,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137994/gicho/thumbnail.100137994.JPG,용혜인(龍慧仁),여,1990.04.12(30세),서울특별시 은평구 갈현로17나길,정당인,경희대학교 정치외교학과 수료,(전)기본소득당 대표(현)경기도기본소득위원회위원,
비례,해당없음,6,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137998/gicho/thumbnail.100137998.JPG,조정훈(趙廷訓),남,1972.10.07(47세),서울특별시 동작구 동작대로39길,아주대학교 통일연구소 소장,미국 하버드대학교 케네디스쿨 행정대학원 국제개발행정학 석사(2000.9.~2002.6.),(전)세계은행 우즈베키스탄 사무소 대표(전)대통령직속 북방경제협력위원회 위원,
비례,해당없음,7,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138000/gicho/thumbnail.100138000.JPG,윤미향(尹美香),여,1965.02.10(55세),서울특별시 마포구 연남로9길,사회단체 대표,이화여자대학교 사회복지대학원 사회복지학 석사,(전)일본군성노예제해결정의기억연대 이사장(전)전쟁과여성인권박물관 관장,
비례,해당없음,8,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138006/gicho/thumbnail.100138006.JPG,정필모(鄭必模),남,1958.06.03(61세),서울특별시 서초구 태봉로2길,정당인,성균관대학교 대학원 언론학박사,(전)KBS 부사장(전)KBS 경제전망대 및 미디어인사이드 앵커,
비례,해당없음,9,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138008/gicho/thumbnail.100138008.JPG,양원영(梁媛瑛),여,1971.05.14(48세),서울특별시 종로구 옥인6가길,정당인,독일 라이프치히 경영대학원 경영학 석사(2006.8.~2007.7.),(전)에너지전환포럼 사무처장(전)환경운동연합에너지국처장,
비례,해당없음,10,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138013/gicho/thumbnail.100138013.JPG,유정주(兪訂炷),여,1975.12.13(44세),경기도 용인시 처인구 한터로275번길,(주)꽃다지 대표이사,동국대학교 영상대학원 영화영상제작학과 박사과정 수료,(전)(사)한국애니메이션 산업협회 회장(현)대통령소속지식재산위원회민간위원,
비례,해당없음,11,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138014/gicho/thumbnail.100138014.JPG,최혜영(崔惠英),여,1979.06.01(40세),서울특별시 구로구 공원로,강동대학교 교수,나사렛대학교 일반대학원 재활학박사,(현)강동대학교 사회복지행정과 교수(현)한국장애인식개선교육센터이사장,
비례,해당없음,12,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138015/gicho/thumbnail.100138015.JPG,김병주(金柄周),남,1962.02.07(58세),서울특별시 노원구 공릉로46길,정당인,경기대학교 정치전문대학원 국제정치학 박사(외교안보학과 전공),(전)한미연합사 부사령관(전)더불어민주당 정책위 부의장,
비례,해당없음,13,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138016/gicho/thumbnail.100138016.JPG,이수진(李壽珍),여,1969.05.14(50세),서울특별시 중랑구 중랑천로20길,간호사,연세대학교 행정대학원 공공정책학석사 졸업,(전)더불어민주당 최고위원(현)한국노총 전국의료산업노조연맹위원장,
비례,해당없음,14,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138017/gicho/thumbnail.100138017.JPG,김홍걸(金弘傑),남,1963.11.12(56세),서울특별시 서초구 신반포로15길,민족화해협력범국민협의회 대표상임의장,미국 서던캘리포니아대학교 국제관계학 졸업(석사)(1994.8.~2000.4.),(현)민족화해협력범국민협의회 대표상임의장,
비례,해당없음,15,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138018/gicho/thumbnail.100138018.JPG,양정숙(梁貞淑),여,1965.03.12(55세),서울특별시 강남구 삼성로,변호사,이화여자대학교 대학원 법학박사 수료,(현)대한변호사협회 인권위원(전)더불어민주당 법률위원회 부위원장,
비례,해당없음,16,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137986/gicho/thumbnail.100137986.JPG,전용기(田溶冀),남,1991.10.26(28세),경기도 안산시 상록구 후곡3길,정당인,한양대학교 대학원 경영컨설팅학 석사,(전)더불어민주당 전국대학생위원장(현)UN해비타트한국위원회전문위원,
비례,해당없음,17,더불어시민당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137989/gicho/thumbnail.100137989.JPG,양경숙(梁敬淑),여,1962.09.06(57세),서울특별시 종로구 송월길,한국재정정책연구원 원장,고려대학교 대학원 행정학박사,(현)한국재정정책연구원 원장(전)더불어민주당 전국여성위원회 부위원장,
비례,해당없음,1,정의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137889/gicho/thumbnail.100137889.JPG,류호정(柳好貞),여,1992.08.09(27세),경기도 성남시 분당구 불정로420번길,정당인,이화여자대학교 사회학과 졸업,(현)정의당 IT산업노동특별위원장(현)정의당 경기도당 여성위원장,
비례,해당없음,2,정의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137892/gicho/thumbnail.100137892.JPG,장혜영(張惠英),여,1987.04.08(33세),서울특별시 마포구 토정로,정당인,연세대학교 신문방송학과 중퇴(2006.03~2011.11),(현)정의당 미래정치특별위원장(현)다큐멘터리 <어른이 되면>감독,
비례,해당없음,3,정의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137895/gicho/thumbnail.100137895.JPG,강은미(姜恩美),여,1970.09.06(49세),광주광역시 서구 화개1로78번길,정당인,전남대학교 해양학과 졸업,(전)광주광역시의원(전)정의당 부대표,
비례,해당없음,4,정의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137900/gicho/thumbnail.100137900.JPG,배진교(裵晋敎),남,1968.08.26(51세),인천광역시 남동구 서판로,정당인,인천대학교 대학원 행정학과 수료,(현)정의당 평화본부 공동본부장(전)인천광역시 남동구청장,
비례,해당없음,5,정의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137905/gicho/thumbnail.100137905.JPG,이은주(李恩周),여,1969.09.02(50세),서울특별시 도봉구 방학로15길,서울교통공사 역무원(차장/4급),성균관대학교 동양철학과 졸업,(현)정의당 시민을위한공공기관특별위원장(전)서울지하철노조 정책실장,
비례,해당없음,1,국민의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137843/gicho/thumbnail.100137843.JPG,최연숙(崔姸淑),여,1960.07.25(59세),대구광역시 수성구 청솔로,간호사,계명대학교 의료경영대학원 졸업(의료경영학석사),(현)(사)대한간호협회 대구광역시병원간호사회 회장(현)계명대학교 동산병원 간호부원장,
비례,해당없음,2,국민의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137844/gicho/thumbnail.100137844.JPG,이태규(李泰珪),남,1964.03.22(56세),경기도 고양시 덕양구 무원로,정당인,연세대학교 행정대학원 졸업(행정학 석사),(현)국민의당 최고위원(전)제20대 국회의원,
비례,해당없음,3,국민의당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100137846/gicho/thumbnail.100137846.JPG,권은희(權垠希),여,1974.02.15(46세),광주광역시 광산구 월계로,국회의원,연세대학교 대학원 법학과 석사과정 졸업,(현)국회의원(현)국민의당 최고위원,
비례,해당없음,1,열린민주당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138059/gicho/thumbnail.100138059.JPG,김진애(金鎭愛),여,1953.02.16(67세),서울특별시 강남구 강남대로122길,도시건축가,매사추세츠 공과대학교(MIT) 대학원 도시계획 박사(1980. 9 - 1988. 2.),(전)제18대 국회의원(민주통합당)(전)대통령자문 건설기술건축문화 선진화위원장(참여정부),
비례,해당없음,2,열린민주당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138060/gicho/thumbnail.100138060.JPG,최강욱(崔康旭),남,1968.05.05(51세),경기도 용인시 처인구 양지면 평창로19번길,변호사,서울대학교 법학석사,(전)대통령비서실 공직기강 비서관(전)방송문화진흥회 이사,
비례,해당없음,3,열린민주당,http://info.nec.go.kr/photo_20200415/Gsg1/Hb100138061/gicho/thumbnail.100138061.JPG,강민정(姜旼姃),여,1961.04.26(58세),서울특별시 노원구 상계로26길,교육시민단체 활동가,서울대학교 사범대학 역사교육과 졸업,(현)서울시교육청 혁신학교운영위원회 위원장(전)중학교 교사,
